customer_id,customer_name,company_name,account_type,customer_segment,industry,region,subscription_type,customer_tenure_months,monthly_contract_value,account_manager,account_created_date
ACC-00958,Jennifer Martinez,Northern Systems,Business,Corporate,Hospitality,Waikato,Premium,57,148.78,Unassigned,2019-05-23
ACC-00960,John Hernandez,Northern Consulting,Business,Individual,Education,Waikato,Basic,27,656.57,Mike Patterson,2021-08-04
ACC-00962,James Jackson,Island Construction,Business,Small Business,Construction,Taranaki,Premium,20,217.17,Rob Thompson,2022-01-02
ACC-00963,Linda Wilson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,28,103.68,Rob Thompson,2019-01-31
ACC-00964,James Jackson,Ridge Logistics,Business,Individual,Education,Southland,Enterprise,5,0.0,Unassigned,2020-04-09
ACC-00966,Jessica Miller,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,30,362.83,Sarah Chen,2023-08-11
ACC-00967,Charles Rodriguez,Island Plumbing,Business,Corporate,Hospitality,Waikato,Free,12,0.0,Unassigned,2022-05-24
ACC-00969,Jessica Anderson,Unknown,Residential,Corporate,Unknown,Northland,Basic,50,0.0,Unassigned,2019-11-07
ACC-00971,David Martin,Unknown,Residential,Individual,Unknown,Waikato,Free,32,0.0,Unassigned,2021-06-21
ACC-00972,James Wilson,Pioneer Enterprises,Business,Individual,Healthcare,Auckland,Basic,18,161.01,Unassigned,2023-08-20
ACC-00973,Joseph Rodriguez,Southern Partners,Business,Corporate,Retail,Wellington,Enterprise,18,528.18,Rob Thompson,2020-12-24
ACC-00974,Patricia Anderson,Harbour Engineering,Business,Small Business,Trades,Auckland,Premium,44,250.14,Sarah Chen,2022-05-15
ACC-00976,Sarah Taylor,Gateway Systems,Business,Individual,Construction,Auckland,Enterprise,14,862.56,Sarah Chen,2018-12-16
ACC-00979,Patricia Jackson,Metro Ltd,Business,Small Business,Professional Services,Auckland,Free,13,0.0,Unassigned,2018-09-29
ACC-00980,James Moore,Highland Dental,Business,Corporate,Retail,Waikato,Free,23,0.0,Unassigned,2023-04-27
ACC-00981,Thomas Lopez,Sterling Transport,Business,Small Business,Agriculture,Canterbury,Enterprise,35,444.65,Mike Patterson,2023-10-23
ACC-00982,Jessica Taylor,Frontier Plumbing,Business,Corporate,Agriculture,Auckland,Basic,45,59.89,Unassigned,2023-09-29
ACC-00985,Barbara Hernandez,Gateway Enterprises,Business,Corporate,Retail,Manawatu-Whanganui,Free,8,312.45,Lisa Hartley,2022-11-08
ACC-00987,Jennifer Gonzalez,Unknown,Residential,Individual,Unknown,Otago,Free,9,25.93,Unassigned,2018-04-29
ACC-00990,David Miller,Unknown,Residential,Individual,Unknown,Waikato,Free,4,149.23,Unassigned,2018-04-01
ACC-00991,Jennifer Gonzalez,Ridge Construction,Residential,Corporate,Unknown,Canterbury,Basic,1,0.0,Unassigned,2022-01-04
ACC-00992,Jessica Martinez,Unknown,Residential,Individual,Unknown,Waikato,Enterprise,39,0.0,Unassigned,2021-02-03
ACC-00993,Jennifer Wilson,Alpha Construction,Business,Small Business,Education,Taranaki,Free,45,0.0,Unassigned,2022-06-22
ACC-00995,Robert Davis,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,35,371.24,Sarah Chen,2020-02-13
ACC-00997,David Gonzalez,Sterling Solutions,Business,Corporate,Education,Otago,Enterprise,6,102.42,Unassigned,2019-01-10
ACC-00999,Barbara Martin,Gateway Tech,Business,Corporate,Healthcare,Wellington,Free,10,0.0,Unassigned,2022-09-05
ACC-01002,David Williams,Unknown,Residential,Individual,Unknown,Hawke's Bay,Basic,26,0.0,Unassigned,2023-09-24
ACC-01003,David Moore,Unknown,Residential,Small Business,Unknown,Canterbury,Enterprise,8,0.0,Unassigned,2021-01-21
ACC-01004,Elizabeth Jones,Coastal Logistics,Business,Individual,Professional Services,Wellington,Enterprise,8,77.99,Unassigned,2021-02-28
ACC-01005,Joseph Rodriguez,Metro Systems,Business,Corporate,Education,Auckland,Basic,38,0.0,Unassigned,2018-02-03
ACC-01006,David Davis,Harbour Industries,Business,Corporate,Construction,Canterbury,Enterprise,12,228.73,Lisa Hartley,2019-10-01
ACC-01007,Linda Rodriguez,Northern Electrical,Business,Corporate,Healthcare,Bay of Plenty,Premium,19,239.65,Rob Thompson,2018-04-27
ACC-01008,David Jackson,Highland Systems,Business,Corporate,Manufacturing,Canterbury,Basic,1,89.27,Unassigned,2022-08-12
ACC-01011,Susan Garcia,Summit Services,Business,Corporate,Transport & Logistics,Manawatu-Whanganui,Basic,6,69.13,Unassigned,2023-02-18
ACC-01012,Linda Miller,Unknown,Residential,Individual,Unknown,Canterbury,Free,32,0.0,Unassigned,2019-01-17
ACC-01013,Richard Brown,Unknown,Residential,Individual,Unknown,Waikato,Basic,5,375.39,Lisa Hartley,2021-08-09
ACC-01014,Patricia Miller,Ridge Medical,Business,Small Business,Agriculture,Southland,Enterprise,8,390.69,Sarah Chen,2023-08-26
ACC-01015,Jessica Wilson,Highland Systems,Business,Corporate,Education,Otago,Free,34,0.0,Unassigned,2023-10-05
ACC-01016,Barbara Johnson,Pioneer Logistics,Business,Corporate,Trades,Otago,Basic,49,302.22,Rob Thompson,2022-12-17
ACC-01018,Joseph Hernandez,Frontier Partners,Business,Corporate,Construction,Canterbury,Enterprise,12,0.0,Unassigned,2018-10-05
ACC-01019,Charles Brown,Summit Holdings,Business,Small Business,Trades,Canterbury,Enterprise,5,292.03,Rob Thompson,2021-01-17
ACC-01021,Barbara Thomas,Unknown,Residential,Individual,Unknown,Auckland,Basic,17,49.09,Unassigned,2019-05-27
ACC-01023,Elizabeth Taylor,Unknown,Residential,Corporate,Unknown,Bay of Plenty,Enterprise,2,38.32,Unassigned,2021-12-13
ACC-01024,Jennifer Rodriguez,Unknown,Residential,Individual,Unknown,Waikato,Basic,17,0.0,Unassigned,2023-05-16
ACC-01025,Elizabeth Rodriguez,Frontier Group,Business,Individual,Construction,Waikato,Enterprise,3,663.54,Lisa Hartley,2023-10-08
ACC-01026,Patricia Thomas,Unknown,Residential,Individual,Unknown,Canterbury,Premium,14,96.09,Unassigned,2019-05-18
ACC-01027,Elizabeth Wilson,Pacific Legal,Business,Corporate,Trades,Auckland,Basic,6,0.0,Unassigned,2023-07-10
ACC-01028,Jennifer Johnson,Peak Partners,Business,Corporate,Professional Services,Wellington,Free,8,626.55,Lisa Hartley,2021-01-23
ACC-01030,Jennifer Gonzalez,Pioneer Logistics,Business,Small Business,Trades,Wellington,Basic,60,0.0,Unassigned,2019-07-17
ACC-01036,Jessica Anderson,Island Industries,Business,Corporate,Transport & Logistics,Taranaki,Free,45,0.0,Unassigned,2022-10-29
ACC-01038,Barbara Gonzalez,Central Tech,Business,Corporate,Education,Canterbury,Basic,39,283.59,Mike Patterson,2020-09-14
ACC-01040,Robert Rodriguez,Peak Holdings,Business,Small Business,Retail,Canterbury,Premium,28,214.39,Mike Patterson,2020-02-21
ACC-01041,Elizabeth Rodriguez,Apex Tech,Business,Individual,Education,Hawke's Bay,Enterprise,17,565.86,Mike Patterson,2021-05-04
ACC-01042,Jennifer Lopez,Apex Partners,Business,Small Business,Healthcare,Canterbury,Free,13,0.0,Unassigned,2020-07-11
ACC-01044,David Anderson,Pioneer Engineering,Business,Small Business,Retail,Auckland,Basic,35,87.04,Unassigned,2019-04-15
ACC-01045,Barbara Williams,Sterling Holdings,Business,Corporate,Education,Wellington,Free,59,0.0,Unassigned,2018-04-08
ACC-01047,Robert Garcia,Peak Engineering,Business,Small Business,Trades,Auckland,Basic,40,66.96,Unassigned,2021-07-28
ACC-01049,Jennifer Anderson,Highland Systems,Business,Corporate,Construction,Canterbury,Enterprise,1,104.59,Sarah Chen,2021-09-17
ACC-01050,Mary Hernandez,Central Construction,Business,Corporate,Healthcare,Auckland,Free,35,0.0,Unassigned,2021-02-07
ACC-01051,Jessica Gonzalez,Apex Construction,Business,Small Business,Retail,Wellington,Basic,19,59.15,Unassigned,2023-04-16
ACC-01053,Barbara Brown,Highland Enterprises,Business,Corporate,Transport & Logistics,Otago,Enterprise,19,559.69,Lisa Hartley,2020-07-13
ACC-01054,Barbara Smith,Highland Construction,Business,Individual,Hospitality,Northland,Basic,8,153.46,Sarah Chen,2020-05-02
ACC-01055,Susan Brown,Valley Transport,Business,Small Business,Property Management,Auckland,Premium,26,109.46,Unassigned,2021-03-12
ACC-01056,Linda Taylor,Pioneer Plumbing,Business,Corporate,Construction,Canterbury,Enterprise,54,640.84,Sarah Chen,2018-01-06
ACC-01057,Thomas Smith,Pacific Holdings,Business,Corporate,Construction,Canterbury,Premium,12,158.31,Sarah Chen,2023-06-12
ACC-01058,Mary Miller,Unknown,Residential,Individual,Unknown,Auckland,Basic,10,43.79,Unassigned,2018-09-16
ACC-01061,Joseph Wilson,Unknown,Residential,Individual,Unknown,Canterbury,Basic,13,126.61,Unassigned,2019-12-26
ACC-01062,Patricia Martinez,Valley Electrical,Business,Corporate,Healthcare,Otago,Enterprise,36,275.86,Mike Patterson,2018-01-03
ACC-01063,James Davis,Harbour Tech,Business,Corporate,Healthcare,Wellington,Basic,19,94.75,Unassigned,2021-07-22
ACC-01065,Charles Gonzalez,Unknown,Residential,Corporate,Unknown,Waikato,Free,32,18.0,Unassigned,2022-01-27
ACC-01066,Patricia Jackson,Northern Plumbing,Business,Corporate,Healthcare,Canterbury,Enterprise,21,807.91,Rob Thompson,2018-05-02
ACC-01069,Karen Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Basic,12,36.55,Unassigned,2021-05-28
ACC-01070,Richard Johnson,Unknown,Residential,Small Business,Unknown,Southland,Basic,33,54.06,Unassigned,2019-05-28
ACC-01072,Linda Jackson,Unknown,Residential,Individual,Unknown,Wellington,Premium,55,148.61,Unassigned,2021-05-28
ACC-01075,Barbara Rodriguez,Pacific Dental,Business,Corporate,Retail,Waikato,Enterprise,14,576.95,Sarah Chen,2020-08-01
ACC-01078,John Jones,Pioneer Electrical,Business,Corporate,Hospitality,Auckland,Basic,13,121.11,Unassigned,2023-01-25
ACC-01080,Patricia Anderson,Unknown,Residential,Corporate,Unknown,Southland,Basic,24,51.34,Unassigned,2020-10-06
ACC-01081,James Wilson,Unknown,Residential,Individual,Unknown,Auckland,Premium,2,144.64,Unassigned,2020-08-17
ACC-01083,Richard Lopez,Unknown,Residential,Individual,Unknown,Auckland,Free,14,0.0,Unassigned,2020-01-19
ACC-01084,James Jones,Coastal Logistics,Business,Individual,Education,Manawatu-Whanganui,Basic,25,54.73,Unassigned,2022-04-02
ACC-01085,David Gonzalez,Unknown,Residential,Small Business,Unknown,Canterbury,Enterprise,5,0.0,Unassigned,2023-11-21
ACC-01086,Robert Lopez,Ridge Solutions,Business,Small Business,Construction,Wellington,Premium,43,284.78,Rob Thompson,2023-11-30
ACC-01087,Karen Martinez,Unknown,Residential,Individual,Unknown,Canterbury,Premium,51,142.47,Unassigned,2020-04-22
ACC-01089,Michael Rodriguez,Apex Tech,Residential,Small Business,Unknown,Auckland,Free,2,115.46,Unassigned,2019-10-24
ACC-01091,James Thomas,Unknown,Residential,Corporate,Unknown,Waikato,Free,17,55.15,Unassigned,2023-08-20
ACC-01092,David Lopez,Pioneer Logistics,Business,Individual,Trades,Auckland,Basic,31,116.97,Unassigned,2019-04-30
ACC-01093,Joseph Rodriguez,Unknown,Residential,Individual,Unknown,Canterbury,Premium,9,0.0,Unassigned,2018-08-16
ACC-01094,Thomas Jackson,Coastal Construction,Business,Corporate,Trades,Wellington,Free,5,278.94,Sarah Chen,2020-06-11
ACC-01096,Elizabeth Martinez,Alpha Holdings,Business,Corporate,Professional Services,Waikato,Premium,4,281.39,Sarah Chen,2021-05-04
ACC-01099,Jessica Lopez,Peak Plumbing,Business,Corporate,Transport & Logistics,Auckland,Basic,20,74.24,Unassigned,2018-01-13
ACC-01100,Jennifer Gonzalez,Alpha Dental,Business,Small Business,Hospitality,Waikato,Enterprise,25,613.34,Mike Patterson,2023-03-07
ACC-01102,Barbara Anderson,Apex Tech,Business,Small Business,Professional Services,Canterbury,Free,10,76.84,Unassigned,2020-11-15
ACC-01103,James Rodriguez,Sterling Plumbing,Business,Small Business,Healthcare,Southland,Basic,45,613.83,Lisa Hartley,2023-08-07
ACC-01104,Robert Johnson,Harbour Construction,Business,Corporate,Construction,Auckland,Premium,20,153.56,Unassigned,2021-09-14
ACC-01105,Robert Thomas,Valley Services,Business,Corporate,Trades,Manawatu-Whanganui,Free,30,157.9,Mike Patterson,2019-06-05
ACC-01106,David Johnson,Pacific Engineering,Business,Corporate,Manufacturing,Wellington,Enterprise,23,585.71,Lisa Hartley,2019-01-24
ACC-01107,Karen Gonzalez,Unknown,Residential,Individual,Unknown,Manawatu-Whanganui,Enterprise,24,413.78,Mike Patterson,2023-09-09
ACC-01108,John Lopez,Unknown,Residential,Small Business,Unknown,Hawke's Bay,Free,7,379.0,Rob Thompson,2021-07-17
ACC-01109,Barbara Jackson,Apex Medical,Business,Small Business,Trades,Canterbury,Basic,2,70.81,Unassigned,2021-03-26
ACC-01111,Barbara Thomas,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,3,320.57,Mike Patterson,2021-03-28
ACC-01113,Susan Davis,Pioneer Electrical,Business,Corporate,Construction,Auckland,Free,47,0.0,Unassigned,2022-09-19
ACC-01114,Mary Lopez,Sterling Logistics,Business,Small Business,Technology,Auckland,Free,17,0.0,Unassigned,2018-03-13
ACC-01118,Charles Brown,Unknown,Residential,Corporate,Unknown,Auckland,Free,26,0.0,Unassigned,2021-07-19
ACC-01119,Charles Gonzalez,Gateway Construction,Business,Small Business,Construction,Canterbury,Premium,12,187.34,Unassigned,2019-05-18
ACC-01121,David Wilson,Unknown,Residential,Small Business,Unknown,Wellington,Free,4,139.95,Sarah Chen,2021-04-02
ACC-01122,Thomas Anderson,Unknown,Residential,Small Business,Unknown,Canterbury,Premium,37,154.69,Unassigned,2020-12-01
ACC-01123,Linda Johnson,Peak Partners,Business,Corporate,Trades,Auckland,Enterprise,2,72.14,Unassigned,2023-11-10
ACC-01124,Sarah Jones,Gateway Dental,Business,Small Business,Education,Otago,Enterprise,25,689.69,Lisa Hartley,2021-09-26
ACC-01125,Linda Williams,Alpha Solutions,Business,Corporate,Construction,Canterbury,Enterprise,14,778.2,Sarah Chen,2018-06-08
ACC-01131,Charles Smith,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,55,331.89,Sarah Chen,2022-12-21
ACC-01133,David Lopez,Unknown,Residential,Individual,Unknown,Wellington,Premium,42,132.33,Unassigned,2020-01-11
ACC-01134,John Garcia,Harbour Construction,Business,Corporate,Trades,Canterbury,Free,4,0.0,Unassigned,2023-06-06
ACC-01135,Sarah Miller,Pacific Logistics,Business,Corporate,Professional Services,Canterbury,Enterprise,22,793.05,Sarah Chen,2021-03-26
ACC-01136,Mary Brown,Unknown,Residential,Small Business,Unknown,Auckland,Free,1,46.1,Unassigned,2023-11-08
ACC-01137,Jessica Thomas,Ridge Consulting,Business,Corporate,Professional Services,Otago,Basic,5,220.21,Sarah Chen,2020-11-10
ACC-01139,Robert Brown,Apex Industries,Business,Corporate,Construction,Southland,Free,58,0.0,Unassigned,2021-06-18
ACC-01140,Thomas Miller,Valley Tech,Business,Small Business,Healthcare,Auckland,Basic,41,67.0,Unassigned,2021-05-22
ACC-01141,Barbara Smith,Gateway Engineering,Business,Corporate,Property Management,Manawatu-Whanganui,Enterprise,30,0.0,Unassigned,2018-01-31
ACC-01142,Joseph Anderson,Northern Legal,Business,Corporate,Hospitality,Canterbury,Free,25,0.0,Unassigned,2019-10-11
ACC-01143,James Brown,Unknown,Residential,Corporate,Unknown,Manawatu-Whanganui,Basic,30,38.16,Unassigned,2022-04-28
ACC-01144,Michael Brown,Metro Ltd,Residential,Individual,Unknown,Bay of Plenty,Free,6,0.0,Unassigned,2022-04-13
ACC-01146,David Johnson,Northern Ltd,Business,Corporate,Healthcare,Nelson-Marlborough,Basic,10,57.38,Unassigned,2018-06-05
ACC-01147,Jessica Garcia,Unknown,Residential,Individual,Unknown,Canterbury,Free,34,38.24,Unassigned,2022-06-26
ACC-01148,James Martinez,Alpha Consulting,Business,Small Business,Education,Otago,Premium,5,244.75,Sarah Chen,2019-02-28
ACC-01149,Barbara Taylor,Island Solutions,Business,Small Business,Trades,Bay of Plenty,Free,1,0.0,Unassigned,2018-12-04
ACC-01150,Susan Smith,Unknown,Residential,Corporate,Unknown,Hawke's Bay,Enterprise,26,100.71,Sarah Chen,2020-04-29
ACC-01151,Elizabeth Martin,Central Industries,Business,Small Business,Healthcare,Otago,Free,21,0.0,Unassigned,2019-06-28
ACC-01152,Charles Garcia,Southern Plumbing,Business,Corporate,Trades,Hawke's Bay,Basic,1,104.47,Unassigned,2018-08-10
ACC-01153,John Brown,Unknown,Residential,Individual,Unknown,Wellington,Basic,14,33.1,Unassigned,2022-01-20
ACC-01154,Richard Anderson,Unknown,Residential,Corporate,Unknown,Taranaki,Free,15,0.0,Unassigned,2023-03-09
ACC-01155,James Hernandez,Pacific Plumbing,Business,Corporate,Retail,Canterbury,Basic,33,161.15,Lisa Hartley,2020-08-17
ACC-01156,Charles Gonzalez,Central Holdings,Business,Corporate,Property Management,Waikato,Basic,21,94.23,Unassigned,2023-05-19
ACC-01158,David Brown,Harbour Systems,Business,Corporate,Healthcare,Taranaki,Premium,5,64.88,Unassigned,2021-03-21
ACC-01159,Patricia Lopez,Unknown,Residential,Individual,Unknown,Canterbury,Premium,51,132.17,Unassigned,2023-02-13
ACC-01160,Susan Jackson,Summit Systems,Business,Corporate,Hospitality,Northland,Premium,20,323.43,Mike Patterson,2020-01-23
ACC-01161,Elizabeth Martinez,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Basic,50,40.62,Unassigned,2020-09-10
ACC-01164,Barbara Thomas,Frontier Legal,Business,Corporate,Professional Services,Otago,Basic,2,55.11,Unassigned,2018-03-09
ACC-01166,Michael Anderson,Gateway Partners,Business,Individual,Hospitality,Canterbury,Free,20,0.0,Unassigned,2019-03-21
ACC-01167,Susan Wilson,Alpha Ltd,Business,Small Business,Healthcare,Canterbury,Basic,25,0.0,Unassigned,2022-10-16
ACC-01170,Sarah Gonzalez,Summit Electrical,Business,Small Business,Construction,Northland,Free,22,0.0,Unassigned,2022-12-28
ACC-01171,Linda Martin,Alpha Group,Business,Small Business,Healthcare,Canterbury,Basic,16,52.45,Unassigned,2019-07-24
ACC-01172,Barbara Miller,Central Logistics,Business,Small Business,Trades,Wellington,Premium,2,99.44,Unassigned,2023-08-15
ACC-01173,David Jackson,Unknown,Residential,Individual,Unknown,Bay of Plenty,Enterprise,46,352.44,Sarah Chen,2019-03-15
ACC-01174,Jennifer Brown,Kiwi Services,Business,Small Business,Retail,Auckland,Basic,14,93.25,Unassigned,2021-12-15
ACC-01175,David Brown,Northern Solutions,Business,Corporate,Retail,Canterbury,Enterprise,1,742.33,Sarah Chen,2022-07-21
ACC-01176,David Martinez,Unknown,Residential,Individual,Unknown,Bay of Plenty,Basic,19,37.94,Unassigned,2023-04-30
ACC-01177,Joseph Williams,Apex Ltd,Business,Small Business,Trades,Taranaki,Premium,27,200.29,Lisa Hartley,2018-06-28
ACC-01179,Elizabeth Jones,Northern Legal,Business,Corporate,Agriculture,Canterbury,Premium,4,237.68,Rob Thompson,2019-09-29
ACC-01180,David Jackson,Southern Medical,Business,Small Business,Hospitality,Canterbury,Enterprise,36,731.06,Lisa Hartley,2022-04-27
ACC-01181,Jessica Johnson,Unknown,Residential,Small Business,Unknown,Otago,Free,25,325.77,Rob Thompson,2019-10-17
ACC-01183,Susan Brown,Unknown,Residential,Individual,Unknown,Canterbury,Premium,10,106.65,Sarah Chen,2022-12-24
ACC-01184,Elizabeth Lopez,Alpha Consulting,Business,Corporate,Retail,Hawke's Bay,Free,18,194.09,Unassigned,2020-12-13
ACC-01185,Charles Taylor,Unknown,Residential,Small Business,Unknown,Auckland,Free,3,41.11,Unassigned,2019-05-31
ACC-01186,Barbara Lopez,Apex Systems,Business,Corporate,Agriculture,Waikato,Enterprise,23,0.0,Unassigned,2020-02-29
ACC-01187,Sarah Davis,Unknown,Residential,Individual,Unknown,Canterbury,Free,55,0.0,Unassigned,2020-12-10
ACC-01189,Patricia Lopez,Northern Engineering,Business,Small Business,Retail,Otago,Basic,2,69.72,Unassigned,2019-06-07
ACC-01190,Charles Williams,Northern Legal,Business,Small Business,Retail,Canterbury,Enterprise,27,552.06,Mike Patterson,2019-10-12
ACC-01191,Susan Jones,Unknown,Residential,Individual,Unknown,Wellington,Premium,52,120.14,Mike Patterson,2020-06-22
ACC-01192,Elizabeth Brown,Unknown,Residential,Individual,Unknown,Canterbury,Basic,10,50.69,Unassigned,2021-09-03
ACC-01193,Jessica Smith,Island Dental,Business,Corporate,Professional Services,Waikato,Basic,57,83.16,Unassigned,2023-12-04
ACC-01194,Joseph Hernandez,Valley Dental,Business,Corporate,Professional Services,Bay of Plenty,Basic,17,116.31,Unassigned,2023-04-25
ACC-01195,William Moore,Unknown,Residential,Individual,Unknown,Wellington,Free,24,0.0,Unassigned,2020-12-02
ACC-01196,Barbara Smith,Unknown,Residential,Individual,Unknown,Canterbury,Basic,2,42.41,Unassigned,2018-03-25
ACC-01197,Charles Lopez,Unknown,Residential,Corporate,Unknown,Otago,Premium,14,128.91,Mike Patterson,2022-05-30
ACC-01198,Mary Gonzalez,Harbour Partners,Business,Individual,Construction,Canterbury,Premium,10,789.84,Sarah Chen,2022-03-20
ACC-01199,Mary Hernandez,Harbour Partners,Residential,Individual,Unknown,Auckland,Free,7,411.25,Lisa Hartley,2018-11-02
ACC-01200,James Williams,Apex Logistics,Business,Corporate,Retail,Waikato,Enterprise,53,0.0,Unassigned,2020-11-07
ACC-01201,Elizabeth Garcia,Pioneer Plumbing,Business,Corporate,Trades,Otago,Basic,12,71.15,Unassigned,2022-08-16
ACC-01202,Barbara Moore,Ridge Group,Business,Corporate,Construction,Waikato,Enterprise,57,859.72,Sarah Chen,2023-03-21
ACC-01203,Karen Davis,Metro Group,Business,Small Business,Retail,Canterbury,Free,58,0.0,Unassigned,2022-07-12
ACC-01206,David Taylor,Alpha Logistics,Residential,Individual,Unknown,Waikato,Basic,33,56.75,Unassigned,2021-04-05
ACC-01207,James Gonzalez,Unknown,Residential,Small Business,Unknown,Wellington,Premium,20,116.85,Rob Thompson,2022-01-31
ACC-01208,James Wilson,Pioneer Legal,Business,Corporate,Professional Services,Waikato,Enterprise,17,754.2,Lisa Hartley,2022-03-15
ACC-01209,Linda Martin,Kiwi Tech,Business,Small Business,Property Management,Waikato,Premium,8,255.84,Rob Thompson,2019-10-30
ACC-01210,Richard Smith,Unknown,Residential,Small Business,Unknown,Bay of Plenty,Premium,47,40.01,Unassigned,2019-06-07
ACC-01211,Joseph Jones,Unknown,Residential,Small Business,Unknown,Manawatu-Whanganui,Free,59,0.0,Unassigned,2019-11-06
ACC-01212,James Hernandez,Unknown,Residential,Individual,Unknown,Wellington,Basic,58,42.83,Unassigned,2021-06-06
ACC-01214,Robert Martin,Alpha Services,Business,Small Business,Manufacturing,Canterbury,Premium,54,280.01,Mike Patterson,2019-08-15
ACC-01215,Charles Taylor,Unknown,Residential,Corporate,Unknown,Auckland,Basic,1,371.1,Mike Patterson,2018-10-29
ACC-01217,Mary Gonzalez,Island Tech,Business,Corporate,Manufacturing,Otago,Enterprise,23,519.46,Mike Patterson,2023-08-28
ACC-01218,Elizabeth Williams,Kiwi Construction,Business,Corporate,Retail,Bay of Plenty,Basic,41,76.18,Unassigned,2021-10-27
ACC-01219,Michael Taylor,Harbour Holdings,Business,Individual,Professional Services,Hawke's Bay,Basic,34,0.0,Unassigned,2023-10-14
ACC-01220,Sarah Davis,Apex Engineering,Business,Corporate,Transport & Logistics,Auckland,Basic,34,104.64,Unassigned,2021-03-17
ACC-01221,David Davis,Pacific Ltd,Business,Individual,Trades,Auckland,Basic,7,93.06,Unassigned,2019-04-08
ACC-01224,Barbara Lopez,Unknown,Residential,Corporate,Unknown,Auckland,Free,60,39.76,Unassigned,2021-06-09
ACC-01225,Linda Smith,Summit Engineering,Business,Corporate,Education,Canterbury,Enterprise,6,697.52,Mike Patterson,2018-04-04
ACC-01226,Charles Smith,Ridge Partners,Business,Small Business,Education,Auckland,Basic,1,235.91,Mike Patterson,2023-04-04
ACC-01227,Elizabeth Davis,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,18,385.31,Rob Thompson,2023-11-30
ACC-01229,Mary Miller,Frontier Construction,Business,Individual,Construction,Bay of Plenty,Basic,35,88.69,Unassigned,2019-07-20
ACC-01230,Mary Jones,Unknown,Residential,Individual,Unknown,Canterbury,Free,49,0.0,Unassigned,2023-08-22
ACC-01231,David Brown,Alpha Electrical,Business,Small Business,Education,Canterbury,Basic,3,0.0,Unassigned,2018-03-23
ACC-01232,John Martinez,Apex Legal,Business,Corporate,Healthcare,Auckland,Basic,52,0.0,Unassigned,2023-10-17
ACC-01233,Elizabeth Jones,Unknown,Residential,Corporate,Unknown,Waikato,Premium,36,144.01,Unassigned,2019-07-09
ACC-01235,James Thomas,Frontier Solutions,Business,Individual,Education,Wellington,Enterprise,35,0.0,Unassigned,2018-01-24
ACC-01236,Sarah Jones,Metro Electrical,Business,Small Business,Trades,Hawke's Bay,Enterprise,35,770.47,Rob Thompson,2020-04-22
ACC-01237,Charles Miller,Pacific Engineering,Business,Small Business,Construction,Auckland,Basic,2,752.29,Sarah Chen,2022-11-25
ACC-01238,Elizabeth Hernandez,Alpha Services,Business,Corporate,Retail,Canterbury,Premium,6,190.88,Rob Thompson,2019-08-01
ACC-01239,David Smith,Unknown,Residential,Small Business,Unknown,Auckland,Basic,60,40.57,Unassigned,2020-03-31
ACC-01241,Joseph Martinez,Southern Plumbing,Business,Individual,Education,Canterbury,Enterprise,14,806.6,Sarah Chen,2020-09-27
ACC-01242,Charles Gonzalez,Coastal Industries,Business,Small Business,Manufacturing,Otago,Enterprise,3,717.35,Sarah Chen,2020-12-11
ACC-01244,Jennifer Garcia,Unknown,Residential,Corporate,Unknown,Otago,Premium,11,38.33,Unassigned,2019-12-18
ACC-01245,Barbara Davis,Pacific Medical,Business,Corporate,Professional Services,Auckland,Enterprise,18,101.36,Unassigned,2023-10-28
ACC-01246,Elizabeth Anderson,Metro Enterprises,Business,Small Business,Retail,Wellington,Enterprise,12,838.85,Sarah Chen,2023-09-21
ACC-01247,William Rodriguez,Central Medical,Business,Small Business,Education,Auckland,Free,57,0.0,Unassigned,2021-06-29
ACC-01249,David Lopez,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,20,331.18,Mike Patterson,2019-10-20
ACC-01250,Barbara Lopez,Highland Services,Business,Corporate,Hospitality,Canterbury,Premium,27,271.95,Sarah Chen,2022-01-25
ACC-01251,David Martinez,Central Solutions,Business,Small Business,Construction,Taranaki,Basic,5,106.08,Unassigned,2023-03-01
ACC-01252,Linda Martin,Gateway Construction,Business,Small Business,Professional Services,Canterbury,Premium,11,217.62,Mike Patterson,2020-12-17
ACC-01253,Barbara Thomas,Peak Holdings,Business,Corporate,Retail,Bay of Plenty,Free,55,0.0,Unassigned,2021-10-17
ACC-01257,Elizabeth Taylor,Pacific Transport,Business,Individual,Retail,Bay of Plenty,Enterprise,22,850.91,Mike Patterson,2021-04-23
ACC-01258,Linda Davis,Coastal Ltd,Business,Corporate,Construction,Wellington,Free,21,0.0,Unassigned,2021-11-19
ACC-01260,Robert Jones,Ridge Tech,Business,Corporate,Hospitality,Manawatu-Whanganui,Free,8,0.0,Unassigned,2021-10-28
ACC-01262,James Williams,Kiwi Legal,Business,Small Business,Education,Auckland,Basic,33,231.79,Rob Thompson,2021-06-12
